"V1","V2","V3","V4"
1.23609945280831e-05,1.49137224133553e-05,1.37391065458566e-05,0
1.25515687105794e-05,1.51503589103766e-05,1.3974499713673e-05,0
1.27371569096667e-05,1.5381755466052e-05,1.42073632660834e-05,0
1.2917759125345e-05,1.56079120803812e-05,1.44376972030878e-05,0
1.30933753576143e-05,1.58288287533644e-05,1.46655015246861e-05,0
1.32640056064746e-05,1.60445054850015e-05,1.48907762308785e-05,0
1.34296498719259e-05,1.62549422752926e-05,1.51135213216648e-05,0
1.35903081539682e-05,1.64601391242376e-05,1.5333736797045e-05,0
1.37459804526015e-05,1.66600960318366e-05,1.55514226570193e-05,0
1.38966667678258e-05,1.68548129980895e-05,1.57665789015875e-05,0
1.4042367099641e-05,1.70442900229963e-05,1.59792055307497e-05,0
1.41830814480473e-05,1.72285271065571e-05,1.61893025445059e-05,0
1.43188098130446e-05,1.74075242487718e-05,1.6396869942856e-05,0
1.44495521946329e-05,1.75812814496405e-05,1.66019077258001e-05,0
1.45753085928122e-05,1.77497987091631e-05,1.68044158933382e-05,0
1.46960790075825e-05,1.79130760273396e-05,1.70043944454702e-05,0
1.48118634389438e-05,1.80711134041701e-05,1.72018433821963e-05,0
1.49226618868961e-05,1.82239108396545e-05,1.73967627035163e-05,0
1.50284743514393e-05,1.83714683337929e-05,1.75891524094303e-05,0
1.51293008325736e-05,1.85137858865852e-05,1.77790124999382e-05,0
1.52251413302989e-05,1.86508634980314e-05,1.79663429750401e-05,0
1.53159958446152e-05,1.87827011681316e-05,1.8151143834736e-05,0
1.54018643755225e-05,1.89092988968857e-05,1.83334150790259e-05,0
1.54827469230208e-05,1.90306566842938e-05,1.85131567079097e-05,0
1.555864348711e-05,1.91467745303558e-05,1.86903687213875e-05,0
1.56295540677903e-05,1.92576524350717e-05,1.88650511194593e-05,0
1.56954786650616e-05,1.93632903984416e-05,1.90372039021251e-05,0
1.57564172789239e-05,1.94636884204654e-05,1.92068270693848e-05,0
1.58123699093772e-05,1.95588465011432e-05,1.93739206212385e-05,0
1.58633365564214e-05,1.96487646404749e-05,1.95384845576862e-05,0
1.59093172200567e-05,1.97334428384605e-05,1.97005188787278e-05,0
1.5950311900283e-05,1.98128810951001e-05,1.98600235843635e-05,0
1.59863205971003e-05,1.98870794103936e-05,2.00169986745931e-05,0
1.60173433105085e-05,1.99560377843411e-05,2.01714441494166e-05,0
1.60433800405078e-05,2.00197562169425e-05,2.03233600088342e-05,0
1.60644307870981e-05,2.00782347081978e-05,2.04727462528457e-05,0
1.60804955502794e-05,2.01314732581071e-05,2.06196028814512e-05,0
1.60915743300516e-05,2.01794718666704e-05,2.07639298946506e-05,0
1.60976671264149e-05,2.02222305338875e-05,2.09057272924441e-05,0
1.60987739393692e-05,2.02597492597586e-05,2.10449950748315e-05,0
1.60948947689145e-05,2.02920280442837e-05,2.11817332418129e-05,0
1.60860296150507e-05,2.03190668874627e-05,2.13159417933882e-05,0
1.6072178477778e-05,2.03408657892956e-05,2.14476207295575e-05,0
1.60533413570963e-05,2.03574247497825e-05,2.15767700503208e-05,0
1.60295182530055e-05,2.03687437689233e-05,2.17033897556781e-05,0
1.60007091655058e-05,2.0374822846718e-05,2.18274798456294e-05,0
1.59669140945971e-05,2.03756619831667e-05,2.19490403201746e-05,0
1.59281330402794e-05,2.03712611782693e-05,2.20680711793138e-05,0
1.58843660025526e-05,2.03616204320259e-05,2.21845724230469e-05,0
1.58356129814169e-05,2.03467397444364e-05,2.22985440513741e-05,0
1.57818739768722e-05,2.03266191155009e-05,2.24099860642952e-05,0
1.57231489889184e-05,2.03012585452193e-05,2.25188984618103e-05,0
1.56594380175557e-05,2.02706580335916e-05,2.26252812439193e-05,0
1.5590741062784e-05,2.02348175806179e-05,2.27291344106223e-05,0
1.55170581246032e-05,2.01937371862981e-05,2.28304579619193e-05,0
1.54383892030135e-05,2.01474168506322e-05,2.29292518978103e-05,0
1.53547342980147e-05,2.00958565736203e-05,2.30255162182953e-05,0
1.5266093409607e-05,2.00390563552624e-05,2.31192509233742e-05,0
1.51724665377903e-05,1.99770161955583e-05,2.32104560130471e-05,0
1.50738536825645e-05,1.99097360945082e-05,2.32991314873139e-05,0
1.49702548439298e-05,1.98372160521121e-05,2.33852773461748e-05,0
1.48616700218861e-05,1.97594560683699e-05,2.34688935896296e-05,0
1.47480992164333e-05,1.96764561432816e-05,2.35499802176784e-05,0
1.46295424275716e-05,1.95882162768473e-05,2.36285372303212e-05,0
1.45059996553008e-05,1.94947364690669e-05,2.37045646275579e-05,0
1.43774708996211e-05,1.93960167199405e-05,2.37780624093886e-05,0
1.42439561605324e-05,1.9292057029468e-05,2.38490305758133e-05,0
1.41054554380346e-05,1.91828573976494e-05,2.39174691268319e-05,0
1.39619687321279e-05,1.90684178244848e-05,2.39833780624445e-05,0
1.38134960428121e-05,1.89487383099741e-05,2.40467573826511e-05,0
1.36600373700874e-05,1.88238188541174e-05,2.41076070874517e-05,0
1.35015927139536e-05,1.86936594569146e-05,2.41659271768462e-05,0
1.33381620744109e-05,1.85582601183657e-05,2.42217176508348e-05,0
1.31697454514591e-05,1.84176208384708e-05,2.42749785094172e-05,0
1.29963428450984e-05,1.82717416172298e-05,2.43257097525937e-05,0
1.28179542553287e-05,1.81206224546428e-05,2.43739113803641e-05,0
1.26345796821499e-05,1.79642633507097e-05,2.44195833927285e-05,0
1.24462191255622e-05,1.78026643054305e-05,2.44627257896869e-05,0
1.22528725855654e-05,1.76358253188053e-05,2.45033385712393e-05,0
1.20545400621597e-05,1.7463746390834e-05,2.45414217373856e-05,0
1.18512215553449e-05,1.72864275215167e-05,2.45769752881259e-05,0
1.16429170651212e-05,1.71038687108533e-05,2.46099992234602e-05,0
1.14296265914884e-05,1.69160699588438e-05,2.46404935433884e-05,0
1.12113501344467e-05,1.67230312654883e-05,2.46684582479107e-05,0
1.09880876939959e-05,1.65247526307867e-05,2.46938933370268e-05,0
1.07598392701361e-05,1.63212340547391e-05,2.4716798810737e-05,0
1.05294286372432e-05,1.61150009456069e-05,2.4737199248612e-05,0
1.03014488266886e-05,1.59101610251227e-05,2.47551346307368e-05,0
1.00759641750905e-05,1.57067718319582e-05,2.47706055171303e-05,0
9.85297468244892e-06,1.55048333661135e-05,2.47836119077923e-05,0
9.63248034876376e-06,1.53043456275884e-05,2.4794153802723e-05,0
9.41448117403505e-06,1.5105308616383e-05,2.48022312019222e-05,0
9.19897715826281e-06,1.49077223324973e-05,2.480784410539e-05,0
8.98596830144702e-06,1.47115867759313e-05,2.48109925131265e-05,0
8.77545460358769e-06,1.4516901946685e-05,2.48116764251315e-05,0
8.56743606468482e-06,1.43236678447584e-05,2.48098958414052e-05,0
8.36191268473841e-06,1.41318844701515e-05,2.48056507619474e-05,0
8.15888446374846e-06,1.39415518228643e-05,2.47989411867582e-05,0
7.95835140171497e-06,1.37526699028968e-05,2.47897671158377e-05,0
7.76031349863794e-06,1.3565238710249e-05,2.47781285491857e-05,0
7.56477075451737e-06,1.33792582449209e-05,2.47640254868023e-05,0
7.37172316935326e-06,1.31947285069125e-05,2.47474579286876e-05,0
7.18117074314561e-06,1.30116494962238e-05,2.47284258748414e-05,0
6.99311347589442e-06,1.28300212128548e-05,2.47069293252638e-05,0
6.80755136759969e-06,1.26498436568055e-05,2.46829682799549e-05,0
6.62448441826142e-06,1.24711168280759e-05,2.46565427389145e-05,0
6.4439126278796e-06,1.22938407266659e-05,2.46276527021427e-05,0
6.26583599645425e-06,1.21180153525757e-05,2.45962981696395e-05,0
6.09025452398535e-06,1.19436407058052e-05,2.45624791414049e-05,0
5.91716821047292e-06,1.17707167863544e-05,2.4526195617439e-05,0
5.74657705591695e-06,1.15992435942232e-05,2.44874475977416e-05,0
5.57848106031743e-06,1.14292211294118e-05,2.44462350823128e-05,0
5.41288022367437e-06,1.12606493919201e-05,2.44025580711526e-05,0
5.24977454598778e-06,1.1093528381748e-05,2.4356416564261e-05,0
5.08916402725764e-06,1.09278580988957e-05,2.4307810561638e-05,0
4.93104866748396e-06,1.0763638543363e-05,2.42567400632836e-05,0
4.77542846666675e-06,1.06008697151501e-05,2.42032050691979e-05,0
4.62230342480599e-06,1.04395516142568e-05,2.41472055793807e-05,0
4.47167354190169e-06,1.02796842406833e-05,2.40887415938321e-05,0
4.32353881795385e-06,1.01212675944294e-05,2.40278131125521e-05,0
4.17789925296247e-06,9.96430167549526e-06,2.39644201355407e-05,0
4.03475484692755e-06,9.8087864838808e-06,2.38985626627979e-05,0
3.89410559984909e-06,9.65472201958604e-06,2.38302406943237e-05,0
3.75595151172709e-06,9.50210828261097e-06,2.37594542301181e-05,0
3.62029258256155e-06,9.3509452729556e-06,2.36862032701811e-05,0
3.48712881235246e-06,9.20123299061993e-06,2.36104878145127e-05,0
3.35646020109984e-06,9.05297143560396e-06,2.35323078631128e-05,0
3.22828674880368e-06,8.90616060790768e-06,2.34516634159816e-05,0
3.10260845546397e-06,8.7608005075311e-06,2.3368554473119e-05,0
2.97942532108073e-06,8.61689113447422e-06,2.3282981034525e-05,0
2.85873734565395e-06,8.47443248873703e-06,2.31949431001996e-05,0
2.74054452918362e-06,8.33342457031955e-06,2.31044406701428e-05,0
2.62484687166976e-06,8.19386737922176e-06,2.30114737443546e-05,0
2.51164437311235e-06,8.05576091544367e-06,2.2916042322835e-05,0
2.4009370335114e-06,7.91910517898527e-06,2.28181464055839e-05,0
2.29272485286692e-06,7.78390016984657e-06,2.27177859926015e-05,0
2.18700783117889e-06,7.65014588802757e-06,2.26149610838877e-05,0
2.08378596844732e-06,7.51784233352827e-06,2.25096716794425e-05,0
1.98305926467221e-06,7.38698950634866e-06,2.24019177792658e-05,0
1.88482771985356e-06,7.25758740648875e-06,2.22916993833578e-05,0
1.78909133399137e-06,7.12963603394854e-06,2.21790164917184e-05,0
1.69585010708564e-06,7.00313538872803e-06,2.20638691043476e-05,0
1.60510403913637e-06,6.87808547082721e-06,2.19462572212453e-05,0
1.51685313014356e-06,6.7544862802461e-06,2.18261808424117e-05,0
1.43109738010721e-06,6.63233781698468e-06,2.17036399678467e-05,0
1.34783678902732e-06,6.51164008104295e-06,2.15786345975502e-05,0
1.26707135690389e-06,6.39239307242093e-06,2.14511647315224e-05,0
1.18880108373692e-06,6.2745967911186e-06,2.13212303697631e-05,0
1.1130259695264e-06,6.15825123713596e-06,2.11888315122725e-05,0
1.03974601427235e-06,6.04335641047303e-06,2.10539681590505e-05,0
9.68961217974755e-07,5.92991231112979e-06,2.0916640310097e-05,0
9.0067158063362e-07,5.81791893910626e-06,2.07768479654122e-05,0
8.34877102248945e-07,5.70737629440241e-06,2.06345911249959e-05,0
7.7157778282073e-07,5.59828437701827e-06,2.04898697888483e-05,0
7.10773622348974e-07,5.49064318695382e-06,2.03426839569692e-05,0
6.52464620833677e-07,5.38445272420907e-06,2.01930336293588e-05,0
5.9665077827484e-07,5.27971298878402e-06,2.00409188060169e-05,0
5.43332094672463e-07,5.17642398067866e-06,1.98863394869437e-05,0
4.92508570026545e-07,5.07458569989301e-06,1.9729295672139e-05,0
4.44180204337087e-07,4.97419814642705e-06,1.9569787361603e-05,0
3.98346997604088e-07,4.87526132028078e-06,1.94078145553355e-05,0
3.55008949827549e-07,4.77777522145422e-06,1.92433772533366e-05,0
3.14166061007469e-07,4.68173984994735e-06,1.90764754556064e-05,0
2.75818331143849e-07,4.58715520576018e-06,1.89071091621447e-05,0
2.39965760236688e-07,4.4940212888927e-06,1.87352783729516e-05,0
2.06608348285987e-07,4.40233809934493e-06,1.85609830880272e-05,0
1.75746095291745e-07,4.31210563711685e-06,1.83842233073713e-05,0
1.47379001253963e-07,4.22332390220847e-06,1.8204999030984e-05,0
1.21507066172641e-07,4.13599289461979e-06,1.80233102588654e-05,0
9.81302900477776e-08,4.0501126143508e-06,1.78391569910153e-05,0
7.72486728793741e-08,3.96568306140151e-06,1.76525392274338e-05,0
5.886221466743e-08,3.88270423577192e-06,1.7463456968121e-05,0
4.29709154119456e-08,3.80117613746202e-06,1.72719102130767e-05,0
2.95747751129206e-08,3.72109876647183e-06,1.7077898962301e-05,0
1.86737937703552e-08,3.64247212280133e-06,1.68814232157939e-05,0
1.02679713842492e-08,3.56529620645053e-06,1.66824829735554e-05,0
4.35730795460286e-09,3.48957101741942e-06,1.64810782355856e-05,0
9.41803481415992e-10,3.41529655570801e-06,1.62772090018843e-05,0
1.04899293346208e-11,3.34246704883148e-06,1.60709312238208e-05,2.21176510952565e-11
7.80352399410237e-10,3.27067039549051e-06,1.58662393046148e-05,1.6453458885122e-09
2.7699969649307e-09,3.19965323771844e-06,1.56655889848317e-05,5.84044224235675e-09
5.979423625896e-09,3.12941557551525e-06,1.54689802644716e-05,1.26074067126289e-08
1.04086323823061e-08,3.05995740888095e-06,1.52764131435343e-05,2.19462392993287e-08
1.60576232341611e-08,2.99127873781554e-06,1.50878876220201e-05,3.3856940002456e-08
2.2926396181461e-08,2.92337956231901e-06,1.49034036999287e-05,4.8339508822011e-08
3.10149512242056e-08,2.85625988239138e-06,1.47229613772603e-05,6.53939457579936e-08
4.03232883623952e-08,2.78991969803263e-06,1.45465606540148e-05,8.50202508104038e-08
5.08514075960295e-08,2.72435900924277e-06,1.43742015301923e-05,1.07218423979242e-07
6.25993089251087e-08,2.6595778160218e-06,1.42058840057927e-05,1.31988465264507e-07
7.55669923496328e-08,2.59557611836971e-06,1.40416080808161e-05,1.593303746662e-07
8.97544578696017e-08,2.53235391628652e-06,1.38813737552623e-05,1.89244152184321e-07
1.05161705485015e-07,2.46991120977221e-06,1.37251810291315e-05,2.21729797818869e-07
1.21788735195874e-07,2.4082479988268e-06,1.35730299024237e-05,2.56787311569845e-07
1.39635547002177e-07,2.34736428345027e-06,1.34249203751388e-05,2.94416693437248e-07
1.58702140903926e-07,2.28726006364263e-06,1.32808524472768e-05,3.34617943421079e-07
1.78988516901119e-07,2.22793533940387e-06,1.31408261188377e-05,3.77391061521338e-07
2.00494674993757e-07,2.16939011073401e-06,1.30048413898216e-05,4.22736047738024e-07
2.2322061518184e-07,2.11162437763303e-06,1.28728982602285e-05,4.70652902071138e-07
2.47166337465367e-07,2.05463814010094e-06,1.27449967300582e-05,5.21141624520679e-07
2.7233184184434e-07,1.99843139813774e-06,1.26211367993109e-05,5.74202215086649e-07
2.98717128318757e-07,1.94300415174343e-06,1.25013184679866e-05,6.29834673769045e-07
3.26322196888619e-07,1.88835640091801e-06,1.23855417360851e-05,6.8803900056787e-07
3.55147047553926e-07,1.83448814566147e-06,1.22738066036066e-05,7.48815195483121e-07
3.85191680314678e-07,1.78139938597383e-06,1.21661130705511e-05,8.12163258514801e-07
4.16456095170875e-07,1.72909012185507e-06,1.20624611369185e-05,8.78083189662908e-07
4.48940292122516e-07,1.6775603533052e-06,1.19628508027088e-05,9.46574988927443e-07
4.82644271169603e-07,1.62681008032422e-06,1.1867282067922e-05,1.01763865630841e-06
5.17568032312134e-07,1.57683930291212e-06,1.17757549325582e-05,1.0912741918058e-06
5.5371157555011e-07,1.52764802106892e-06,1.16882693966174e-05,1.16748159541961e-06
5.91074900883531e-07,1.4792362347946e-06,1.16048254600994e-05,1.24626086714986e-06
6.29658008312397e-07,1.43160394408917e-06,1.15254231230044e-05,1.32761200699653e-06
6.69460897836707e-07,1.38475114895263e-06,1.14500623853324e-05,1.41153501495963e-06
7.10483569456463e-07,1.33867784938498e-06,1.13787432470832e-05,1.49802989103916e-06
7.52726023171663e-07,1.29338404538622e-06,1.1311465708257e-05,1.58709663523511e-06
7.96188258982308e-07,1.24886973695634e-06,1.12482297688538e-05,1.6787352475475e-06
8.40870276888398e-07,1.20513492409536e-06,1.11890354288734e-05,1.77294572797631e-06
8.86772076889933e-07,1.16217960680326e-06,1.11338826883161e-05,1.86972807652155e-06
9.33893658986912e-07,1.12000378508005e-06,1.10827715471816e-05,1.96908229318321e-06
9.82235023179337e-07,1.07860745892573e-06,1.10357020054701e-05,2.07100837796131e-06
1.03179616946721e-06,1.03799062834029e-06,1.09926740631815e-05,2.17550633085583e-06
1.08257709785052e-06,9.98153293323746e-07,1.09536877203159e-05,2.28257615186678e-06
1.13457780832928e-06,9.59095453876089e-07,1.09187429768732e-05,2.39221784099415e-06
1.18779830090348e-06,9.2081710999732e-07,1.08878398328534e-05,2.50443139823796e-06
1.24223857557313e-06,8.83318261687439e-07,1.08609782882566e-05,2.61921682359819e-06
1.29789863233823e-06,8.46598908946447e-07,1.08381583430827e-05,2.73657411707485e-06
1.35477847119876e-06,8.10659051774343e-07,1.08193799973317e-05,2.85650327866793e-06
1.41287809215475e-06,7.75498690171128e-07,1.08046432510037e-05,2.97900430837745e-06
1.47219749520618e-06,7.411178241368e-07,1.07939481040986e-05,3.10407720620339e-06
1.53273668035305e-06,7.07516453671361e-07,1.07872945566165e-05,3.23172197214576e-06
1.59449564759537e-06,6.7469457877481e-07,1.07846826085573e-05,3.36193860620456e-06
1.65747439693313e-06,6.42652199447148e-07,1.0786112259921e-05,3.49472710837978e-06
1.72167292836634e-06,6.11389315688374e-07,1.07915835107076e-05,3.63008747867144e-06
1.78709124189499e-06,5.80905927498488e-07,1.08010963609172e-05,3.76801971707952e-06
1.85372933751909e-06,5.5120203487749e-07,1.08146508105498e-05,3.90852382360402e-06
1.92158721523863e-06,5.22277637825381e-07,1.08322468596052e-05,4.05159979824496e-06
1.99066487505361e-06,4.9413273634216e-07,1.08538845080836e-05,4.19724764100232e-06
2.06096231696405e-06,4.66767330427827e-07,1.0879563755985e-05,4.34546735187611e-06
2.13247954096992e-06,4.40181420082383e-07,1.09092846033092e-05,4.49625893086633e-06
2.20521654707124e-06,4.14375005305827e-07,1.09430470500564e-05,4.64962237797298e-06
2.27917333526801e-06,3.89348086098159e-07,1.09808510962266e-05,4.80555769319605e-06
2.35434990556022e-06,3.65100662459379e-07,1.10226967418197e-05,4.96406487653555e-06
2.43074625794788e-06,3.41632734389488e-07,1.10685839868357e-05,5.12514392799148e-06
2.50836239243098e-06,3.18944301888485e-07,1.11185128312746e-05,5.28879484756384e-06
2.58719830900952e-06,2.97035364956371e-07,1.11724832751365e-05,5.45501763525262e-06
2.66725400768351e-06,2.75905923593144e-07,1.12304953184214e-05,5.62381229105783e-06
2.74852948845295e-06,2.55555977798806e-07,1.12925489611291e-05,5.79517881497947e-06
2.83102475131783e-06,2.35985527573357e-07,1.13586442032598e-05,5.96911720701754e-06
2.91473979627815e-06,2.17194572916795e-07,1.14287810448135e-05,6.14562746717203e-06
2.99967462333392e-06,1.99183113829122e-07,1.150295948579e-05,6.32470959544295e-06
3.08582923248514e-06,1.81951150310337e-07,1.15811795261895e-05,6.5063635918303e-06
3.1732036237318e-06,1.65498682360441e-07,1.1663441166012e-05,6.69058945633408e-06
3.2617977970739e-06,1.49825709979432e-07,1.17497444052574e-05,6.87738718895428e-06
3.35161175251145e-06,1.34932233167312e-07,1.18400892439257e-05,7.06675678969092e-06
3.44264549004445e-06,1.20818251924081e-07,1.19344756820169e-05,7.25869825854398e-06
3.53489900967288e-06,1.07483766249737e-07,1.20329037195311e-05,7.45321159551346e-06
3.62837231139677e-06,9.49287761442824e-08,1.21353733564682e-05,7.65029680059938e-06
3.7230653952161e-06,8.31532816077156e-08,1.22418845928283e-05,7.84995387380172e-06
3.81897826113087e-06,7.21572826400372e-08,1.23524374286113e-05,8.05218281512049e-06
3.91611090914109e-06,6.1940779241247e-08,1.24670318638172e-05,8.25698362455569e-06
4.01446333924675e-06,5.25037714113452e-08,1.25856678984461e-05,8.46435630210731e-06
4.11403555144786e-06,4.38462591503316e-08,1.27083455324979e-05,8.67430084777537e-06
4.21482754574441e-06,3.59682424582064e-08,1.28350647659727e-05,8.88681726155985e-06
4.31683932213641e-06,2.88697213349694e-08,1.29658255988703e-05,9.10190554346076e-06
4.42007088062385e-06,2.25506957806207e-08,1.31006280311909e-05,9.31956569347809e-06
4.52452222120674e-06,1.70111657951604e-08,1.32394720629345e-05,9.53979771161186e-06
4.63019334388507e-06,1.22511313785883e-08,1.3382357694101e-05,9.76260159786205e-06
4.73708424865885e-06,8.27059253090455e-09,1.35292849246904e-05,9.98797735222867e-06
4.84519493552807e-06,5.06954925210908e-09,1.36802537547028e-05,1.02159249747117e-05
4.95452540449274e-06,2.64800154220191e-09,1.38352641841381e-05,1.04464444653112e-05
5.06507565555285e-06,1.00594940118304e-09,1.39943162129963e-05,1.06795358240271e-05
5.1768456887084e-06,1.43392829052465e-10,1.41574098412775e-05,1.09151990508594e-05
5.28959136194651e-06,2.06888945153495e-10,1.43238941621049e-05,1.11528847506291e-05
5.40098272970315e-06,2.59509136933085e-09,1.44875573089834e-05,1.13873498238583e-05
5.51043953084003e-06,7.6563276994685e-09,1.46468522480342e-05,1.16172885031858e-05
5.61796176535716e-06,1.53905979355664e-08,1.48017789792573e-05,1.18427007886114e-05
5.72354943325453e-06,2.57979020776247e-08,1.49523375026527e-05,1.20635866801352e-05
5.82720253453214e-06,3.88782401256432e-08,1.50985278182204e-05,1.22799461777572e-05
5.92892106919e-06,5.4631612079622e-08,1.52403499259604e-05,1.24917792814774e-05
6.02870503722811e-06,7.30580179395611e-08,1.53778038258727e-05,1.26990859912958e-05
6.12655443864645e-06,9.41574577054605e-08,1.55108895179573e-05,1.29018663072123e-05
6.22246927344505e-06,1.1792993137732e-07,1.56396070022142e-05,1.31001202292271e-05
6.31644954162389e-06,1.4437543895514e-07,1.57639562786434e-05,1.32938477573401e-05
6.40849524318297e-06,1.7349398043892e-07,1.58839373472449e-05,1.34830488915513e-05
6.4986063781223e-06,2.05285555828661e-07,1.59995502080187e-05,1.36677236318606e-05
6.58678294644187e-06,2.39750165124362e-07,1.61107948609647e-05,1.38478719782682e-05
6.67302494814169e-06,2.76887808326023e-07,1.62176713060831e-05,1.40234939307739e-05
6.75733238322175e-06,3.16698485433644e-07,1.63201795433738e-05,1.41945894893779e-05
6.83970525168205e-06,3.59182196447226e-07,1.64183195728367e-05,1.436115865408e-05
6.9201435535226e-06,4.04338941366768e-07,1.6512091394472e-05,1.45232014248803e-05
6.9986472887434e-06,4.52168720192271e-07,1.66014950082796e-05,1.46807178017789e-05
7.07521645734444e-06,5.02671532923733e-07,1.66865304142594e-05,1.48337077847756e-05
7.14985105932573e-06,5.55847379561156e-07,1.67671976124116e-05,1.49821713738705e-05
7.22255109468725e-06,6.11696260104539e-07,1.6843496602736e-05,1.51261085690636e-05
7.29331656342903e-06,6.70218174553883e-07,1.69154273852327e-05,1.52655193703549e-05
7.36214746555105e-06,7.31413122909186e-07,1.69829899599018e-05,1.54004037777444e-05
7.42904380105331e-06,7.95281105170451e-07,1.70461843267431e-05,1.55307617912321e-05
7.49400556993582e-06,8.61822121337675e-07,1.71050104857567e-05,1.5656593410818e-05
7.55703277219857e-06,9.31036171410859e-07,1.71594684369427e-05,1.57778986365021e-05
7.61812540784157e-06,1.00292325539e-06,1.72095581803009e-05,1.58946774682843e-05
7.67728347686481e-06,1.07748337327511e-06,1.72552797158314e-05,1.60069299061648e-05
7.7345069792683e-06,1.15471652506618e-06,1.72966330435342e-05,1.61146559501435e-05
7.78979591505203e-06,1.2346227107632e-06,1.73336181634093e-05,1.62178556002203e-05
7.84315028421601e-06,1.31720193036619e-06,1.73662350754568e-05,1.63165288563954e-05
7.89457008676023e-06,1.40245418387513e-06,1.73944837796765e-05,1.64106757186686e-05
7.94405532268469e-06,1.49037947129004e-06,1.74183642760685e-05,1.65002961870401e-05
7.9916059919894e-06,1.58097779261091e-06,1.74378765646328e-05,1.65853902615097e-05
8.03722209467436e-06,1.67424914783773e-06,1.74530206453694e-05,1.66659579420775e-05
8.08090363073956e-06,1.77019353697052e-06,1.74637965182783e-05,1.67419992287435e-05
8.122650600185e-06,1.86881096000927e-06,1.74702041833594e-05,1.68135141215077e-05
8.16246300301069e-06,1.97010141695398e-06,1.74722436406129e-05,1.68805026203702e-05
8.20034083921662e-06,2.07406490780465e-06,1.74699148900387e-05,1.69429647253308e-05
8.2362841088028e-06,2.18070143256128e-06,1.74632179316368e-05,1.70009004363896e-05
8.27029281176922e-06,2.29001099122386e-06,1.74521527654072e-05,1.70543097535466e-05
8.30236694811589e-06,2.40199358379241e-06,1.74367193913498e-05,1.71031926768018e-05
8.3325065178428e-06,2.51664921026692e-06,1.74169178094648e-05,1.71475492061551e-05
8.36071152094996e-06,2.63397787064739e-06,1.73927480197521e-05,1.71873793416067e-05
8.38698195743736e-06,2.75397956493382e-06,1.73642100222116e-05,1.72226830831565e-05
8.41131782730501e-06,2.87665429312621e-06,1.73313038168435e-05,1.72534604308044e-05
8.4337191305529e-06,3.00200205522456e-06,1.72940294036476e-05,1.72797113845506e-05
8.45418586718104e-06,3.13002285122888e-06,1.72523867826241e-05,1.7301435944395e-05
8.47271803718941e-06,3.26071668113915e-06,1.72063759537728e-05,1.73186341103375e-05
8.48931564057804e-06,3.39408354495538e-06,1.71559969170939e-05,1.73313058823783e-05
8.50397867734691e-06,3.53012344267757e-06,1.71012496725872e-05,1.73394512605172e-05
8.51670714749602e-06,3.66883637430572e-06,1.70421342202528e-05,1.73430702447543e-05
8.52750105102538e-06,3.81022233983984e-06,1.69786505600908e-05,1.73421628350896e-05
8.53636038793498e-06,3.95428133927991e-06,1.6910798692101e-05,1.73367290315232e-05
8.54328515822483e-06,4.10101337262594e-06,1.68385786162835e-05,1.73267688340549e-05
8.54827536189492e-06,4.25041843987793e-06,1.67619903326383e-05,1.73122822426848e-05
8.55133099894526e-06,4.40249654103589e-06,1.66810338411655e-05,1.72932692574129e-05
8.55245206937584e-06,4.5572476760998e-06,1.65957091418649e-05,1.72697298782392e-05
8.55163857318667e-06,4.71467184506968e-06,1.65060162347366e-05,1.72416641051637e-05
8.54889051037774e-06,4.87476904794551e-06,1.64119551197806e-05,1.72090719381864e-05
8.54420788094906e-06,5.03753928472731e-06,1.63135257969969e-05,1.71719533773072e-05
8.53759068490062e-06,5.20298255541506e-06,1.62107282663855e-05,1.71303084225263e-05
8.52903892223242e-06,5.37109886000878e-06,1.61035625279464e-05,1.70841370738436e-05
8.51855259294447e-06,5.54188819850845e-06,1.59920285816796e-05,1.7033439331259e-05
8.50613169703677e-06,5.71535057091409e-06,1.58761264275851e-05,1.69782151947727e-05
8.49177623450931e-06,5.89148597722569e-06,1.57558560656628e-05,1.69184646643846e-05
8.47548620536209e-06,6.07029441744324e-06,1.56312174959129e-05,1.68541877400946e-05
8.45726160959512e-06,6.25177589156676e-06,1.55022107183353e-05,1.67853844219028e-05
8.43710244720839e-06,6.43593039959624e-06,1.536883573293e-05,1.67120547098093e-05
8.41500871820191e-06,6.62275794153167e-06,1.52310925396969e-05,1.66341986038139e-05
8.39098042257567e-06,6.81225851737307e-06,1.50889811386362e-05,1.65518161039167e-05
8.36501756032968e-06,7.00443212712043e-06,1.49425015297478e-05,1.64649072101177e-05
8.33712013146393e-06,7.19927877077375e-06,1.47916537130316e-05,1.6373471922417e-05
8.30728813597843e-06,7.39679844833303e-06,1.46364376884878e-05,1.62775102408144e-05
8.27552157387317e-06,7.59699115979827e-06,1.44768534561162e-05,1.617702216531e-05
8.24182044514815e-06,7.79985690516946e-06,1.4312901015917e-05,1.60720076959038e-05
8.20618474980339e-06,8.00539568444662e-06,1.414458036789e-05,1.59624668325957e-05
8.16861448783886e-06,8.21360749762974e-06,1.39718915120354e-05,1.58483995753859e-05
8.12910965925458e-06,8.42449234471882e-06,1.3794834448353e-05,1.57298059242743e-05
8.08767026405054e-06,8.63805022571386e-06,1.36134091768429e-05,1.56066858792609e-05
8.04429630222675e-06,8.85428114061486e-06,1.34276156975052e-05,1.54790394403456e-05
7.99898777378321e-06,9.07318508942183e-06,1.32374540103397e-05,1.53468666075286e-05
